话题链接,话题内容,楼主ID,楼主昵称,楼主性别,发布日期,发布时间,转发量,评论量,点赞量,评论者ID,评论者昵称,评论者性别,评论日期,评论时间,评论内容
 , , , , , , , , , ,5056499092,他家的巧克力,m,2020/07/29,15:09:51,走着走着就躺下了。
 , , , , , , , , , ,2606602611,移动毛球,f,2020/07/29,15:25:39,在疫苗出来之前不必要的旅游就不应该去
 , , , , , , , , , ,3964895829,丑小丫丑小丫小丫,f,2020/07/29,15:12:48,哈哈哈哈
 , , , , , , , , , ,6915054921,洛杉矶的海,m,2020/07/29,15:12:54,人老了就安安分分待在家里，不要出来给社会添乱，给自己不方便，你过得好了别人也就过得好，给孩子们省点心吧！！
 , , , , , , , , , ,2244792431,FEATHER-Z,f,2020/07/29,19:53:43,哈哈哈哈哈心疼爷爷 但是还是忍不住想笑
https://m.weibo.cn/detail/4532361934409568,美国新冠肺炎死亡人数今晨突破15万。新冠病毒会给美国政府发一枚集体勋章的。这个政府是带头向这一横扫地球的病毒下跪磕头的人类社会政府。问题是，这个政府将最终帮着新冠病毒杀死多少美国人，30万，50万，还是100万？他们就不怕那些冤魂半夜来找吗？他们居然还在天天骂英勇且有效抗击病毒的中国！ ,1989660417,胡锡进,m,2020/07/30,12:19:15,231,1338,6229, , , , , , 
 , , , , , , , , , ,5096919125,你并不知道我的微博,m,2020/07/30,12:19:50,超疾大国，世界第疫
 , , , , , , , , , ,2963593423,创造2025,m,2020/07/30,12:19:55,只是数字
 , , , , , , , , , ,1765087703,puteyingyu,m,2020/07/30,12:19:55,新冠横扫米国，比黑手党厉害多了。
 , , , , , , , , , ,5907506852,龙泉寺程序员,m,2020/07/30,12:21:49,我看这个数字会突破30万
 , , , , , , , , , ,3806738281,浪羁·,m,2020/07/30,12:21:45,美国的防疫措施确实最好，世界第一，死亡15万人真的很成功了
 , , , , , , , , , ,2429383953,忧瓠无容,m,2020/07/30,12:20:30,中美抗疫，高下立判! [加油][加油][加油]
 , , , , , , , , , ,1867259401,USA之父华盛顿,m,2020/07/30,12:21:42,特朗普为了自己的连任，为了一己私利，通过透支美国的信用和潜力来对美国的经济进行强行刺激，本来还有点效果，没想恰巧赶上了新冠疫情，经济暴跌，抗议迭起，时也命也
 , , , , , , , , , ,1867259401,USA之父华盛顿,m,2020/07/30,12:22:59,美国政府是新冠病毒的最大盟友
 , , , , , , , , , ,6096053624,SpaceX·夏,m,2020/07/30,12:19:44,天助自助
 , , , , , , , , , ,3216381647,像喵星人啦飞驰,m,2020/07/30,12:19:53,老胡说的在理
 , , , , , , , , , ,5545595660,二就贰勒,m,2020/07/30,12:24:24,叼盘，每天打鸡血带节奏的是为了啥？美国人把你祖坟刨了？不能消停点吗？你有种发个投票贴，看看到底是挺你还是骂你的人多？
 , , , , , , , , , ,1442962137,hazwb,m,2020/07/30,12:24:36,一个国家的主编说着不着边际的胡话，充满对他国的仇恨！着实证明这个国家似乎草包遍地，没有人才，也难怪他国下定决心与之脱钩。
 , , , , , , , , , ,5545595660,二就贰勒,m,2020/07/30,12:26:44,连小崔和方肘子这对天敌都骂你。自己是个啥，心里没点逼数吗？有良知的人们的公敌呀！
 , , , , , , , , , ,2932596593,798754nba南山风,m,2020/07/30,12:28:34,人变得真正低劣时，除了高兴别人的不幸外，也无其他乐趣可言。
 , , , , , , , , , ,3854288774,罗马城下等你,m,2020/07/30,12:21:54,老胡说说武汉自杀护士的事吧，愿逝者安息
 , , , , , , , , , ,5661063344,青春旅社,m,2020/07/30,12:21:44,叫一句评论里面的美国养的美狗牧羊犬，会咬我吗？
 , , , , , , , , , ,5636884042,史庆富223232,m,2020/07/30,12:32:52,这胡喷难道最近闻到什么气味了吗？为什么总是不好好关心国内民生的事？总是把注意力反正它所谓的“敌对国”？蛆粉们看不懂吧！这就是老套路的投名状。
 , , , , , , , , , ,1997206415,Sunfaster,m,2020/07/30,12:28:44,世界经济看中国，中国经济看胡编
 , , , , , , , , , ,6820112878,A待到山花烂漫时X,m,2020/07/30,12:32:27,唯一不懂的是高官权贵、富豪精英为什么还把银子、夫人、孩子都往火坑里送，并且趋之若鹜呢？
 , , , , , , , , , ,5332843976,果壳中的思想,m,2020/07/30,13:06:10,天灵灵，地灵灵，奉请祖师来显灵。一请环球胡锡进，二请政委金灿荣，三请国师胡鞍钢，四请剑客老陈平，五请复旦张维为，六请北大孔庆东，七请神功司马南，八请局座张召忠，九请将军金一南，十请带鱼周小平，率领铁甲十万兵，踏平美帝大本营。
https://m.weibo.cn/detail/4532297165970540,【鲸视频：吴尊友称#大连疫情规模已基本锁定#，不会再有更大规模病例出现】7月29日，中国疾控中心流行病学首席专家吴尊友：大连在7月22日最早报告病例，发现的是3个确诊病例和12个无症状感染者，这样大比例的无症状感染者说明疫情刚刚发生就已经被捕获。随后开展核酸检测，发现了更多的无症状感染者。后续的新增确诊病例都是无症状感染者转化过来的，对社会没有太大的传播风险。大连疫情规模基本上锁定了，不会再有更大规模病例出现。@人民日报  人民日报的微博视频,1885454921,蓝鲸财经记者工作平台,f,2020/07/30,08:01:53,320,926,9493, , , , , , 
 , , , , , , , , , ,5355181834,gen一,f,2020/07/30,08:31:19,大连控制的好快啊❤️ 作为大连人安全感爆棚❤️感谢政府及时封锁大连湾  并及时检测了200多万人❤️ 感觉用不了几周就可以解除高风险啦！
 , , , , , , , , , ,1959404021,捡起你的青红皂白_,m,2020/07/30,08:11:42,大连锁住了，新疆呢？
 , , , , , , , , , ,5545689736,改编的都不如原著,m,2020/07/30,08:10:16,乌鲁木齐就不一样了
 , , , , , , , , , ,2441806863,兔纸糖糖,f,2020/07/30,08:31:27,大连反应的很快，骄傲
 , , , , , , , , , ,1264986832,我被诈骗的那些事,m,2020/07/30,08:05:46,其实只要不慌不乱，科学防控就行
 , , , , , , , , , ,5757941975,酒聆儿,m,2020/07/30,08:29:21,加油，开学前要去大连玩[加油][加油][加油]
 , , , , , , , , , ,2415605427,Hi潘达-1987,f,2020/07/30,08:48:35,劳资没防护衣也冲在前面 登记来检测人员的信息  一天下来两个胳膊都不是自己的了 早上十点到晚上十点半 不停的写写写 把我过去八年来写的所有字 用一天时间全给写了 劳资没骄傲 sei叫咱四大连银呢  为你们拼命 值了
 , , , , , , , , , ,1605269581,揉脸的萌兔子,f,2020/07/30,08:33:51,棒👍🏻 ！东三省棒棒哒
 , , , , , , , , , ,3518401537,细逐空香,f,2020/07/30,08:42:47,大连市政府这次反应速度确实可圈可点，全城核酸检测也快完成了。新增确诊病例和无症状感染者人数开始下降了，胜利就在前方，大连的小伙伴们一起加油！
 , , , , , , , , , ,6032798293,温七安,m,2020/07/30,08:43:02,希望我弟顺利开学，赶紧从家离开
 , , , , , , , , , ,3782460837,初久_北冥白鱼,f,2020/07/30,08:36:24,因为大连做到了！各部门努力、医务人员奉献、市民配合！
 , , , , , , , , , ,1713166855,Darwinian-Demon,f,2020/07/30,08:40:21,大连政府确实很给力
 , , , , , , , , , ,3517371713,ak_小芹菜,f,2020/07/30,08:44:42,这么说吧，我在大连工作，不得不赞叹一句，反应式真快，力度是真大，百姓也是真配合虽然是疫区但我呆着很安心，一点没有慌乱，我爱大连
 , , , , , , , , , ,2508447350,鲁迅的秋天,m,2020/07/30,09:48:40,大连成功的原因，是不是也是新疆不成功的原因？
 , , , , , , , , , ,1650933515,扬帆向北,m,2020/07/30,08:08:01,Hi，我已将你的微博收录到新鲜事 影响股市的资讯荟萃 ，微博会被推荐给更多用户（什么是新鲜事收录？）。如不希望微博下出现新鲜事标签，请戳 删除标签说明
 , , , , , , , , , ,1622369510,尔等萤火虫与日月争光,m,2020/07/30,08:02:26,乌鲁木齐什么情况
 , , , , , , , , , ,1936702963,李天臻,m,2020/07/30,09:05:53,身处俪泊园疫区我们不敢给国家添麻烦，居家隔离。可饥饿的我们忍无可忍，没有粮食没有蔬菜。唯一有的采购渠道根本就是摆设，没有东西可以采购。三餐没有温饱，老人小孩更是得不到保障。政府来视察做足了表面功夫，人一走立刻不管了，希望看到的朋友可以给我们俪泊园送些粮食吧！我们业主出钱采购
 , , , , , , , , , ,5816784104,瑞呀gr,f,2020/07/30,08:44:00,大连加油！希望尽快清零 希望我们能如期开学
 , , , , , , , , , ,2079935723,ICO_2011,m,2020/07/30,08:31:19,话不能说的太死，容易打脸
 , , , , , , , , , ,3087683735,李擦爆,m,2020/07/30,08:37:03,但愿坐火车去通辽的那两位确诊没有传染任何人吧
https://m.weibo.cn/detail/4532300496241767,【恢复疫情防控严管状态 #大连暂停结婚颁证服务#】7月29日，大连市民政局发出通知，按照《全国婚姻登记机关疫情防控期间工作指引（试行）》要求和疫情防控安排，大连市各婚姻登记机关实行登记总量控制、电话预约、现场调流、分时段登记等方式防止人群聚集，同时暂停婚姻家庭辅导和结婚颁证服务。（大连民政公众号） 提倡预约婚姻登记，共同做好疫情防控工作,2286908003,人民网,m,2020/07/30,08:15:06,294,1020,16690, , , , , , 
 , , , , , , , , , ,2176395381,云吸猫bot,m,2020/07/30,08:15:35,好在，没对象。
 , , , , , , , , , ,2443756202,撒旦蜀黍,m,2020/07/30,08:18:01,该新闻和在座的诸位单身狗无关
 , , , , , , , , , ,6009870289,别吻我臭流氓,m,2020/07/30,09:27:18,这种时期可以理解，晚一点结婚也没什么，如果这段时间都等不及，或许也不是真爱
 , , , , , , , , , ,3174044371,善良博主,m,2020/07/30,09:33:12,精神分裂吗
 , , , , , , , , , ,2298949747,张涵洋,m,2020/07/30,10:04:45,图片评论
 , , , , , , , , , ,1847778117,梁韦韦sohappy,f,2020/07/30,12:33:42,用了闺蜜种草糖果，减了三十多，现在变好看了，超满意的
 , , , , , , , , , ,6971527455,咕噜咕噜2789,m,2020/07/30,08:16:55,没对象的不想说话。。。
 , , , , , , , , , ,3986167466,精神分裂症早期,m,2020/07/30,09:29:56,一个个没对象 真差劲 很讨厌 不喜欢 很烦
 , , , , , , , , , ,2157574352,诺式媒女,f,2020/07/30,09:37:38,特殊时期可以理解相信大连很快就恢复～另外，没有影响离婚办理，很好
 , , , , , , , , , ,3986167466,精神分裂症早期,m,2020/07/30,09:31:40,没对象啥了  像你这样谈半天 也是等着分手 很讨厌不喜欢 很烦
 , , , , , , , , , ,2911921025,橙子月亮酒,f,2020/07/30,08:29:59,大连加油💪
 , , , , , , , , , ,5974258470,Sarah___雨,f,2020/07/30,10:06:27,差的是去领证嘛，差的是个领证的人啊
 , , , , , , , , , ,5315079649,柠柠小檬biu,f,2020/07/30,10:28:10,结婚冷静期。。。
 , , , , , , , , , ,5958494120,利德森医疗,f,2020/07/30,09:28:40,不会吧 不会吧 评论区这么大的人 连个对象都没有 很讨厌 不喜欢 很烦
 , , , , , , , , , ,5717981248,凯MrsL,m,2020/07/30,10:30:59,没事，疫情结束了该办离婚了
 , , , , , , , , , ,5317978198,醉意满足,m,2020/07/30,09:36:54,暂停颁证不代表不办结婚离婚登记了，只是去了颁证仪式
 , , , , , , , , , ,6549292339,人生难自渡,m,2020/07/30,08:15:39,好在，没对象。
 , , , , , , , , , ,2109303412,一点清风----,m,2020/07/30,09:38:10,转发微博
 , , , , , , , , , ,1945371313,shangshanday,f,2020/07/30,08:16:30,加油吧
https://m.weibo.cn/detail/4532347335348715,她是我们的同事，她的去世令我们比谁都痛心和震惊。网络上有很多善良的人是真心关心，为这样一位曾战斗在一线的护士而痛心。我也是昨天下夜班回去才知道，发生了这样的悲剧。但有的人只是键盘侠，认为自己疯狂的辱骂就能解决事情并凸显自己的优越感，甚至不分青红皂白，只要是协和医生没有发声，就该被网络暴力，被质疑，被羞辱。但这样于事无补，反而伤害了很多一直在努力治病救人的医护人员。我在微博上曾多次为护士发声，和认识的每一个护士老师和小姐姐都关系融洽，但这不代表我在不了解具体详情的情况就可以随意发声或者去证明什么。另外，那些在网暴的人们，疫情期间，我逆行返汉抗击疫情，如今，我坚持长期为粉丝们做医学科普，传播医学知识，我对得起每个人。所以，键盘侠们，你们没资格对我指手画脚，我的微博，我做主。 武汉·华中科技大学同济医学院附属协和医院,3141296113,协和医生Do先生,m,2020/07/30,11:21:14,47,352,2666, , , , , , 
 , , , , , , , , , ,1663436557,一个鸟人,m,2020/07/30,11:32:06,就是想了解一下：从你们的经历来说，协和医院的监控如果坏了，多长时间能修好？
 , , , , , , , , , ,6759233950,次一颗M_M豆,f,2020/07/30,11:42:22,Do医生不是修监控的，某些人大可不必在这里逼问
 , , , , , , , , , ,5840139531,吾君星汐,f,2020/07/30,11:24:16,抱抱Do医生 不要去管那些人 我们做自己就好 本来就是娱乐放松的地方 没必要这么累 您的本职工作已经做的很好 网络传播医学知识已经是您的额外工作 我们开开心心的就好
 , , , , , , , , , ,7388007836,神说z要有光,m,2020/07/30,12:03:28,举报护士长的事情是否属实？监控为什么坏了？你了解事情的情况吗，敢说吗？你什么也不敢说，因为你在体制内，说了影响自己的前途。你不该发这条微博，和稀泥没意义。
 , , , , , , , , , ,2339094614,LisaaWu,f,2020/07/30,11:33:33,没错，这时候就应该等调查结果，在事情不明了前过度猜测和解读都是对当事人的伤害，正义并不是比谁嗓门响
 , , , , , , , , , ,1250251400,猫咪小乖崽,m,2020/07/30,11:56:08,我感觉有的人是知道你是同事所以才问的你，因为确实信息获取的渠道太少，一条人命没了，确实太痛心了，只是想要个说法而已，所以你想理就理不想理就不理，别人问是别人的自由，回不回答都是你的自由。
 , , , , , , , , , ,5860485326,窝里浅笑,f,2020/07/30,11:28:24,do宝加油💪不用在意喷子～清者自清
 , , , , , , , , , ,6795846129,梦想嫁给甜兔纸丁泽仁,f,2020/07/30,11:34:33,大家想知道真相的心情可以理解，但不能无理智的网暴伤害其他人！！！Do宝不要被这些言论干扰！
 , , , , , , , , , ,5410944666,阿思YI,f,2020/07/30,11:37:58,你要记得你有一群铁粉啊
 , , , , , , , , , ,1742215674,JaYa-RunRun,m,2020/07/30,11:37:59,键盘侠都是什么样的底层loser大家心知肚明
 , , , , , , , , , ,3761689493,昨年先森,f,2020/07/30,11:25:26,这个时候，你还是要保护好自己，网络喷子太多。
 , , , , , , , , , ,2897453515,小囡叮叮,f,2020/07/30,12:01:23,不了解实际情况就随意发声才是不负责任。自以为的正义感外皮实际做着愚昧网暴行为的恶劣行为可不是什么真正解决方法之道。Do宝是医生，这是私人号，望一些自以为是的人自重。
 , , , , , , , , , ,1630725940,SummerSuSv,m,2020/07/30,12:16:40,对于这些不要脸的键盘侠，凭什么要忍？一群狗东西真心希望新冠把你们这些键盘侠带走
